month,kapt_code,complex_name,sigungu,dong,households,confirmed_households,priced_households,household_coverage,price_coverage,share_3m,share_6m,share_12m,market_cap_krw,partial_cap_krw,per_household_krw,market_cap_1m_krw,small_sample_1m,grade,reason,composition_hash,method_signature,historical_limit,initial_history_short,input_hash,rules_hash,master_hash,run_id,executed_at,kapt_name,bjd_code,sido,sigungu_kapt,eupmyeondong,as4,legal_address,sale_type,codeHeatNm,kaptTarea,kaptDongCnt,total_households,kaptBcompany,kaptAcompany,kaptTel,kaptUrl,codeAptNm,road_address,codeMgrNm,codeHallNm,approval_date,kaptFax,ho_households,kaptMarea,kapt_mparea_60,kapt_mparea_85,kapt_mparea_135,kapt_mparea_136,privArea,kaptTopFloor,ktownFlrNo,kaptBaseFloor,kaptdEcntp,zipcode,codeMgr,kaptMgrCnt,kaptCcompany,codeSec,kaptdScnt,kaptdSecCom,codeClean,kaptdClcnt,codeGarbage,codeDisinf,kaptdDcnt,disposalType,codeStr,kaptdEcapa,codeEcon,codeEmgr,codeFalarm,codeWsupply,codeElev,kaptdEcnt,kaptdPcnt,kaptdPcntu,codeNet,kaptdCccnt,welfareFacility,kaptdWtimebus,subwayLine,subwayStation,kaptdWtimesub,convenientFacility,educationFacility,groundElChargerCnt,undergroundElChargerCnt,useYn
2026-08,A10024953,포레나부산초읍,부산진구,초읍동,1113.0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,True,산정 불완전,평형별 세대수 보완 필요; 임대·혼합 또는 분양 범위 미확인,c38eb7731a2edbf2c405dc922468ded84aa651100a03e86668e60fb8b6b0b8e7,[],현재 확보 자료로 재구성한 과거 추정치; 과거 세대 구성 미확인,False,555b475dcef496b2254b825ba10b0724d7994196dba4c4e18f34e7f5aa4db599,54cb25d3544257419c8c9faa1ee168a8848dbea69689888cc0985fdd2c7a4797,5fb6c1e071a73763f6eb52e67a11f05f6d609819ae4f39c925745faf40f5b4fd,8b30a9aec44c70f7b04a7800,2026-09-17T13:53:18.573481+09:00,포레나부산초읍,2623010700,부산광역시,부산진구,초읍동,,부산광역시 부산진구 초읍동 676 포레나부산초읍,혼합,개별난방,157940.0,11,1113.0,한화건설,연지1-2구역 주택재개발정비사업조합,0518172920, ,아파트,부산광역시 부산진구 초연로 6,위탁관리,계단식,20200330,0518172921,1117,111304.47,365.0,748.0,0.0,0.0,82652.6226,29,29,5,33,47107,위탁관리,9,(주)로이안H&F,위탁관리,6,(주)에스원,위탁관리,11,음식물쓰레기종량제,위탁관리,3,"분무식,독이식",철근콘크리트구조,4700,단일계약,상주선임,R형,부스타방식,위탁관리,33,0,1117,유,449,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,1호선,,10~15분이내,"관공서(부산진구청) 병원(부산의료원) 백화점(롯데백화점) 대형상가(이트레드스) 공원(부산시민공원, 어린이대공원)",초등학교(연학초등학교) 중학교(초연중학교) 고등학교(부산진고등학교),0,23,Y
2026-08,A10020721,백양산서희스타힐스(백양산서희스타힐스),부산진구,부암동,1295.0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,True,산정 불완전,평형별 세대수 보완 필요,c38eb7731a2edbf2c405dc922468ded84aa651100a03e86668e60fb8b6b0b8e7,[],현재 확보 자료로 재구성한 과거 추정치; 과거 세대 구성 미확인,False,555b475dcef496b2254b825ba10b0724d7994196dba4c4e18f34e7f5aa4db599,54cb25d3544257419c8c9faa1ee168a8848dbea69689888cc0985fdd2c7a4797,5fb6c1e071a73763f6eb52e67a11f05f6d609819ae4f39c925745faf40f5b4fd,8b30a9aec44c70f7b04a7800,2026-09-17T13:53:18.573481+09:00,백양산서희스타힐스(백양산서희스타힐스),2623010800,부산광역시,부산진구,부암동,,부산광역시 부산진구 부암동 610-88 백양산서희스타힐스(백양산서희스타힐스),분양,개별난방,171198.06,13,1295.0,(주)서희건설,부산 부암지역주택조합,0518670632, ,아파트,부산광역시 부산진구 백양산로 22,위탁관리,계단식,20250325,0518670633,1295,170202.2,555.0,740.0,0.0,0.0,93765.4292,27,27,2,34,,위탁관리,12,(주)장천,위탁관리,,,위탁관리,15,음식물쓰레기종량제,위탁관리,3,,철골철근콘크리트구조,5500,종합계약,상주선임,R형,부스타방식,위탁관리,34,0,1405,유,348,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,,,,,,0,30,Y
2026-08,A10022844,롯데캐슬라센트,부산진구,부암동,2195.0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,True,산정 불완전,평형별 세대수 보완 필요; 임대·혼합 또는 분양 범위 미확인,c38eb7731a2edbf2c405dc922468ded84aa651100a03e86668e60fb8b6b0b8e7,[],현재 확보 자료로 재구성한 과거 추정치; 과거 세대 구성 미확인,False,555b475dcef496b2254b825ba10b0724d7994196dba4c4e18f34e7f5aa4db599,54cb25d3544257419c8c9faa1ee168a8848dbea69689888cc0985fdd2c7a4797,5fb6c1e071a73763f6eb52e67a11f05f6d609819ae4f39c925745faf40f5b4fd,8b30a9aec44c70f7b04a7800,2026-09-17T13:53:18.573481+09:00,롯데캐슬라센트,2623010800,부산광역시,부산진구,부암동,,부산광역시 부산진구 부암동 567 롯데캐슬라센트,혼합,개별난방,314988.9,21,2195.0,롯데건설,부암1구역재개발정비사업조합,0518071377, ,아파트,부산광역시 부산진구 백양순환로 75,위탁관리,계단식,20250206,0518071377,2195,222339.8,891.0,1153.0,151.0,0.0,161092.26,34,34,4,49,47151,위탁관리,15,남부건업(주),위탁관리,8,남부건업(주),위탁관리,22,음식물쓰레기종량제,위탁관리,4,,철근콘크리트구조,11461,기타,상주선임,GR형,부스타방식,관리방식미정,98,0,2387,유,965,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",5분이내,2호선,,15~20분이내,,,0,51,Y
2026-08,A10026861,서면동일파크스위트3차아파트,부산진구,부암동,727.0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,True,산정 불완전,평형별 세대수 보완 필요,c38eb7731a2edbf2c405dc922468ded84aa651100a03e86668e60fb8b6b0b8e7,[],현재 확보 자료로 재구성한 과거 추정치; 과거 세대 구성 미확인,False,555b475dcef496b2254b825ba10b0724d7994196dba4c4e18f34e7f5aa4db599,54cb25d3544257419c8c9faa1ee168a8848dbea69689888cc0985fdd2c7a4797,5fb6c1e071a73763f6eb52e67a11f05f6d609819ae4f39c925745faf40f5b4fd,8b30a9aec44c70f7b04a7800,2026-09-17T13:53:18.573481+09:00,서면동일파크스위트3차아파트,2623010800,부산광역시,부산진구,부암동,,부산광역시 부산진구 부암동 17-4 서면동일파크스위트3차아파트,분양,개별난방,109137.68,9,727.0,(주)동일,(주)동일,0518021620,https://dongilpark3.aptner.com/,아파트,부산광역시 부산진구 동평로 162,위탁관리,계단식,20170630,0518021621,727,75124.36,26.0,656.0,45.0,0.0,56716.5455,29,29,5,0,47184,위탁관리,6,(주)디이씨오,위탁관리,5,(주)에스원,위탁관리,8,음식물쓰레기종량제,위탁관리,4,분무식,철근콘크리트구조,4150,단일계약,상주선임,R형,부스타방식,위탁관리,18,0,808,유,176,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,1호선,,5~10분이내,병원(온종합병원) 백화점(본점 서면롯데백화점) 대형상가(E트레이더스) 공원(부산시민공원),초등학교(부암초등학교),0,42,Y
2026-08,A10028147,서면동일파크스위트1차아파트,부산진구,부암동,751.0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,True,산정 불완전,평형별 세대수 보완 필요,c38eb7731a2edbf2c405dc922468ded84aa651100a03e86668e60fb8b6b0b8e7,[],현재 확보 자료로 재구성한 과거 추정치; 과거 세대 구성 미확인,False,555b475dcef496b2254b825ba10b0724d7994196dba4c4e18f34e7f5aa4db599,54cb25d3544257419c8c9faa1ee168a8848dbea69689888cc0985fdd2c7a4797,5fb6c1e071a73763f6eb52e67a11f05f6d609819ae4f39c925745faf40f5b4fd,8b30a9aec44c70f7b04a7800,2026-09-17T13:53:18.573481+09:00,서면동일파크스위트1차아파트,2623010800,부산광역시,부산진구,부암동,,부산광역시 부산진구 부암동 736 서면동일파크스위트1차아파트,분양,개별난방,113973.26,8,751.0,(주)동일,(주)동일,0518080941, ,아파트,부산광역시 부산진구 동평로150번길 14,위탁관리,계단식,20141127,0518080940,751,80855.38,0.0,704.0,47.0,0.0,62303.8484,25,25,3,17,47183,위탁관리,6,(주)디이씨오,위탁관리,4,SK쉴더스 주식회사,위탁관리,8,음식물쓰레기종량제,위탁관리,4,분무식,철골철근콘크리트구조,4182,단일계약,상주선임,R형,부스타방식,위탁관리,17,0,857,유,153,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,2호선,,,관공서(진구청) 병원(온병원) 백화점(롯데백화점) 대형상가(이마트) 공원(시민공원),"초등학교(부암초등학교) 중학교(동평중학교, 동평여중) 고등학교(경원고등학교) 대학교(동의대학교)",0,18,Y
2026-08,A61409002,서면쌍용스윗닷홈스카이,부산진구,부암동,544.0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,True,산정 불완전,평형별 세대수 보완 필요,c38eb7731a2edbf2c405dc922468ded84aa651100a03e86668e60fb8b6b0b8e7,[],현재 확보 자료로 재구성한 과거 추정치; 과거 세대 구성 미확인,False,555b475dcef496b2254b825ba10b0724d7994196dba4c4e18f34e7f5aa4db599,54cb25d3544257419c8c9faa1ee168a8848dbea69689888cc0985fdd2c7a4797,5fb6c1e071a73763f6eb52e67a11f05f6d609819ae4f39c925745faf40f5b4fd,8b30a9aec44c70f7b04a7800,2026-09-17T13:53:18.573481+09:00,서면쌍용스윗닷홈스카이,2623010800,부산광역시,부산진구,부암동,,부산광역시 부산진구 부암동 63-3 서면쌍용스윗닷홈스카이,분양,개별난방,97584.24,2,544.0,(주)랜드원,(주)랜드원,0518073266,www.skyapt.co.kr,아파트,부산광역시 부산진구 시민공원로 11,위탁관리,계단식,20071128,0518073269,544,71477.12,0.0,310.0,234.0,0.0,52936.42,40,40,4,10,47192,위탁관리,5,주)삼성티엠에스,위탁관리,4,(주)듀델코리아,위탁관리,4,음식물쓰레기종량제,위탁관리,3,분무식,철근콘크리트구조,2500,종합계약,상주선임,R형,부스타방식,위탁관리,10,24,750,유,72,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,"1호선, 2호선",부암,5~10분이내,관공서(부산진구청) 병원() 백화점(롯데백화점) 대형상가(홈플러스) 공원() 기타(이마트),초등학교(부암초) 중학교(서면중),0,16,Y
2026-08,A61409003,일성in4아파트,부산진구,부암동,546.0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,True,산정 불완전,평형별 세대수 보완 필요,c38eb7731a2edbf2c405dc922468ded84aa651100a03e86668e60fb8b6b0b8e7,[],현재 확보 자료로 재구성한 과거 추정치; 과거 세대 구성 미확인,False,555b475dcef496b2254b825ba10b0724d7994196dba4c4e18f34e7f5aa4db599,54cb25d3544257419c8c9faa1ee168a8848dbea69689888cc0985fdd2c7a4797,5fb6c1e071a73763f6eb52e67a11f05f6d609819ae4f39c925745faf40f5b4fd,8b30a9aec44c70f7b04a7800,2026-09-17T13:53:18.573481+09:00,일성in4아파트,2623010800,부산광역시,부산진구,부암동,,부산광역시 부산진구 부암동 55-6 일성in4아파트,분양,개별난방,56441.28,4,546.0,일성종합건설주식회사,부암지구 지역주택조합,0518099223, ,주상복합,부산광역시 부산진구 신천대로 252,위탁관리,복도식,19971208,0518099224,546,56441.28,105.0,441.0,0.0,0.0,39885.3,25,25,7,6,47192,위탁관리,4,(주)디이씨오,위탁관리,4,(주)하나종합관리,위탁관리,4,거점장비수거방식,위탁관리,3,분무식,철골철근콘크리트구조,2100,단일계약,상주선임,R형,부스타방식,위탁관리,8,0,473,유,97,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소, 기타",5~10분이내,"1호선, 2호선",,10~15분이내,관공서(부산진구청 근접) 병원(휴병원 근접) 백화점(서면 롯데백화점 근접) 대형상가(이마트트레이더스. 롯데마트 근접) 공원(시민공원 근접),초등학교(),0,24,Y
2026-08,A61409004,타워베르빌,부산진구,부암동,704.0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,True,산정 불완전,평형별 세대수 보완 필요,c38eb7731a2edbf2c405dc922468ded84aa651100a03e86668e60fb8b6b0b8e7,[],현재 확보 자료로 재구성한 과거 추정치; 과거 세대 구성 미확인,False,555b475dcef496b2254b825ba10b0724d7994196dba4c4e18f34e7f5aa4db599,54cb25d3544257419c8c9faa1ee168a8848dbea69689888cc0985fdd2c7a4797,5fb6c1e071a73763f6eb52e67a11f05f6d609819ae4f39c925745faf40f5b4fd,8b30a9aec44c70f7b04a7800,2026-09-17T13:53:18.573481+09:00,타워베르빌,2623010800,부산광역시,부산진구,부암동,,부산광역시 부산진구 부암동 48-3 타워베르빌,분양,개별난방,91835.055,1,704.0,(주)대교디앤에스,(주)대교디앤에스,0519135800, ,주상복합,부산광역시 부산진구 시민공원로19번길 65,위탁관리,복도식,20051115,0519135801,712,81825.6,128.0,499.0,77.0,0.0,47665.296,43,43,6,8,47191,위탁관리,6,(주)HM우성,위탁관리,4,(주)hm우성,위탁관리,4,차량수거방식,위탁관리,6,"분무식,독이식",철골철근콘크리트구조,2550,종합계약,상주선임,R형,부스타방식,위탁관리,10,40,591,무,127,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,"1호선, 2호선",,5~10분이내,"관공서(부산진구청) 병원(동아한의원) 백화점(롯데백화점) 대형상가(롯데마트,이마트) 공원(부산시민공원)","초등학교(부암초) 중학교(동평중) 고등학교(부산미용고) 대학교(동의대, 동서대)",0,15,Y
2026-08,A61409005,서면동문굿모닝힐,부산진구,부암동,559.0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,True,산정 불완전,평형별 세대수 보완 필요,c38eb7731a2edbf2c405dc922468ded84aa651100a03e86668e60fb8b6b0b8e7,[],현재 확보 자료로 재구성한 과거 추정치; 과거 세대 구성 미확인,False,555b475dcef496b2254b825ba10b0724d7994196dba4c4e18f34e7f5aa4db599,54cb25d3544257419c8c9faa1ee168a8848dbea69689888cc0985fdd2c7a4797,5fb6c1e071a73763f6eb52e67a11f05f6d609819ae4f39c925745faf40f5b4fd,8b30a9aec44c70f7b04a7800,2026-09-17T13:53:18.573481+09:00,서면동문굿모닝힐,2623010800,부산광역시,부산진구,부암동,,부산광역시 부산진구 부암동 735 서면동문굿모닝힐,분양,개별난방,116975.11,5,559.0,(주)동문건설,동문건설 외 5개업체,0518077801,없음,아파트,부산광역시 부산진구 신천대로220번길 65,위탁관리,계단식,20110927,0518077803,559,76371.99,0.0,219.0,284.0,56.0,58398.7212,35,35,6,0,47193,위탁관리,6,남부공영(주),위탁관리,4,남부공영(주),위탁관리,6,음식물쓰레기종량제,위탁관리,3,"도포식,분무식",철근콘크리트구조,3000,단일계약,상주선임,R형,부스타방식,위탁관리,10,78,838,유,211,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,"1호선, 2호선, 동해선",,10~15분이내,"관공서(부산진구청) 병원(온병원) 백화점(롯데백화점) 대형상가(이마트트레이더스, 롯데마트) 공원(부산시민공원)",초등학교(성지초) 중학교(부산진),0,19,Y
2026-08,A61409302,당감뜨란채아파트,부산진구,부암동,630.0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,True,산정 불완전,평형별 세대수 보완 필요,c38eb7731a2edbf2c405dc922468ded84aa651100a03e86668e60fb8b6b0b8e7,[],현재 확보 자료로 재구성한 과거 추정치; 과거 세대 구성 미확인,False,555b475dcef496b2254b825ba10b0724d7994196dba4c4e18f34e7f5aa4db599,54cb25d3544257419c8c9faa1ee168a8848dbea69689888cc0985fdd2c7a4797,5fb6c1e071a73763f6eb52e67a11f05f6d609819ae4f39c925745faf40f5b4fd,8b30a9aec44c70f7b04a7800,2026-09-17T13:53:18.573481+09:00,당감뜨란채아파트,2623010800,부산광역시,부산진구,부암동,,부산광역시 부산진구 부암동 725 당감뜨란채아파트,분양,개별난방,64969.734,6,630.0,대한주택공사,대한주택공사,0518042051, ,아파트,부산광역시 부산진구 백양산로 57,위탁관리,계단식,20050828,0518042052,630,50856.88,586.0,44.0,0.0,0.0,37645.43,25,25,0,14,47148,위탁관리,5,(주)주우관리,위탁관리,6,삼성보안공사,위탁관리,3,차량수거방식,위탁관리,4,분무식,철근콘크리트구조,1409,단일계약,위탁선임,R형,부스타방식,위탁관리,14,185,355,무,108,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",5분이내,"1호선, 2호선, 3호선",,,"관공서(부산진구청) 백화점(롯데백화점) 대형상가(홈플러스,이마트)",초등학교(부암초) 중학교(동평중) 고등학교(부산미용고),3,12,Y
2026-08,A61479403,백양산쌍용스윗닷홈아파트,부산진구,부암동,718.0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,True,산정 불완전,평형별 세대수 보완 필요,c38eb7731a2edbf2c405dc922468ded84aa651100a03e86668e60fb8b6b0b8e7,[],현재 확보 자료로 재구성한 과거 추정치; 과거 세대 구성 미확인,False,555b475dcef496b2254b825ba10b0724d7994196dba4c4e18f34e7f5aa4db599,54cb25d3544257419c8c9faa1ee168a8848dbea69689888cc0985fdd2c7a4797,5fb6c1e071a73763f6eb52e67a11f05f6d609819ae4f39c925745faf40f5b4fd,8b30a9aec44c70f7b04a7800,2026-09-17T13:53:18.573481+09:00,백양산쌍용스윗닷홈아파트,2623010800,부산광역시,부산진구,부암동,,부산광역시 부산진구 부암동 720 백양산쌍용스윗닷홈아파트,분양,개별난방,110161.0,8,718.0,쌍용건설(주),금봉건설(주),0518044280, ,아파트,부산광역시 부산진구 백양산로 70,위탁관리,계단식,20041217,0518044281,718,90299.65,0.0,0.0,718.0,0.0,70737.679,23,23,4,20,47148,위탁관리,6,(주)에이치엠우성,위탁관리,9,(주)에스원,위탁관리,8,음식물쓰레기종량제,위탁관리,4,분무식,철근콘크리트구조,2550,단일계약,상주선임,R형,부스타방식,위탁관리,20,271,743,무,120,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,2호선,,,"관공서(부산진구청) 병원(온병원) 백화점(롯데백화점) 대형상가(홈플러스,이마트) 공원(부산시민공원)",초등학교(부암초) 중학교(동평중) 고등학교(부산미용고),0,21,Y
2026-08,A61484004,협성피닉스아파트,부산진구,부암동,774.0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,True,산정 불완전,평형별 세대수 보완 필요,c38eb7731a2edbf2c405dc922468ded84aa651100a03e86668e60fb8b6b0b8e7,[],현재 확보 자료로 재구성한 과거 추정치; 과거 세대 구성 미확인,False,555b475dcef496b2254b825ba10b0724d7994196dba4c4e18f34e7f5aa4db599,54cb25d3544257419c8c9faa1ee168a8848dbea69689888cc0985fdd2c7a4797,5fb6c1e071a73763f6eb52e67a11f05f6d609819ae4f39c925745faf40f5b4fd,8b30a9aec44c70f7b04a7800,2026-09-17T13:53:18.573481+09:00,협성피닉스아파트,2623010800,부산광역시,부산진구,부암동,,부산광역시 부산진구 부암동 560-14 협성피닉스아파트,분양,개별난방,130115.64,7,774.0,협성건설,협성건설,0518094188, ,아파트,부산광역시 부산진구 당감로 118,자치관리,계단식,19931210,0518094189,774,121666.62,0.0,330.0,90.0,354.0,95927.88,15,15,0,28,47135,자치관리,5,,위탁관리(직영+위탁),14,조은관리시스템,자치관리,7,차량수거방식,위탁관리,5,분무식,철근콘크리트구조,850,단일계약,상주선임,P형,고가수조식,위탁관리,28,317,387,무,126,,5분이내,,,15~20분이내,"관공서(부산진구청) 병원(부산양지의원.온병원.백병원) 백화점(롯데백화점) 대형상가(홈플러스,이마트)",초등학교(부암초 당감초등학교) 중학교(동평중) 고등학교(부산미용고),0,5,Y
2026-08,A61484005,화승삼성아파트,부산진구,부암동,1811.0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,True,산정 불완전,평형별 세대수 보완 필요,c38eb7731a2edbf2c405dc922468ded84aa651100a03e86668e60fb8b6b0b8e7,[],현재 확보 자료로 재구성한 과거 추정치; 과거 세대 구성 미확인,False,555b475dcef496b2254b825ba10b0724d7994196dba4c4e18f34e7f5aa4db599,54cb25d3544257419c8c9faa1ee168a8848dbea69689888cc0985fdd2c7a4797,5fb6c1e071a73763f6eb52e67a11f05f6d609819ae4f39c925745faf40f5b4fd,8b30a9aec44c70f7b04a7800,2026-09-17T13:53:18.573481+09:00,화승삼성아파트,2623010800,부산광역시,부산진구,부암동,,부산광역시 부산진구 부암동 500 화승삼성아파트,분양,개별난방,220587.3,20,1811.0,(주)삼성물산,(주)화승,0518164931, ,아파트,부산광역시 부산진구 당감로 79,위탁관리,혼합식,19970329,0518084930,1811,145057.3,755.0,876.0,141.0,39.0,145075.76,25,25,1,35,47143,위탁관리,13,세화플러스 주식회사,위탁관리,20,(주)한특,위탁관리,17,음식물쓰레기종량제,위탁관리,3,분무식,철근콘크리트구조,4550,단일계약,상주선임,R형,고가수조식,위탁관리,35,803,1031,무,256,"관리사무소, 노인정, 어린이놀이터, 유치원",5분이내,2호선,,5~10분이내,"관공서(부산진구청) 병원(동주치과) 대형상가(홈플러스,이마트)",초등학교(부암초) 중학교(동평중) 고등학교(부산미용고),19,18,Y
2026-08,A10023021,서면 비스타동원,부산진구,당감동,806.0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,True,산정 불완전,평형별 세대수 보완 필요,c38eb7731a2edbf2c405dc922468ded84aa651100a03e86668e60fb8b6b0b8e7,[],현재 확보 자료로 재구성한 과거 추정치; 과거 세대 구성 미확인,False,555b475dcef496b2254b825ba10b0724d7994196dba4c4e18f34e7f5aa4db599,54cb25d3544257419c8c9faa1ee168a8848dbea69689888cc0985fdd2c7a4797,5fb6c1e071a73763f6eb52e67a11f05f6d609819ae4f39c925745faf40f5b4fd,8b30a9aec44c70f7b04a7800,2026-09-17T13:53:18.573481+09:00,서면 비스타동원,2623010900,부산광역시,부산진구,당감동,,부산광역시 부산진구 당감동 573-89 서면 비스타동원,분양,개별난방,118280.0,6,806.0,동원개발,서면지역주택조합,0518977574,smvistadw.aptner.com/v2,아파트,부산광역시 부산진구 마철로 114,위탁관리,계단식,20240411,0518977573,806,79923.93,407.0,399.0,0.0,0.0,58334.5396,36,36,2,14,47263,위탁관리,6,우리관리(주),위탁관리,4,sk쉴더스,위탁관리,8,음식물쓰레기종량제,위탁관리,5,"도포식,분무식,기구부착식",철근콘크리트구조,3750,단일계약,상주선임,R형,부스타방식,위탁관리,26,0,954,유,285,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5~10분이내,2호선,,5~10분이내,관공서(부산진구청 051-605-4000) 병원(온종합병원051-607-0114) 백화점(롯데백화점 1577-0001) 공원(부산시민공원),"초등학교(가야초등학교) 중학교(가야여자중학교, 개성중학교) 고등학교(가야고등학교) 대학교(동의대학교 가야캠퍼스)",0,5,Y
2026-08,A10025434,서면2차 봄여름가을겨울아파트,부산진구,당감동,535.0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,True,산정 불완전,평형별 세대수 보완 필요,c38eb7731a2edbf2c405dc922468ded84aa651100a03e86668e60fb8b6b0b8e7,[],현재 확보 자료로 재구성한 과거 추정치; 과거 세대 구성 미확인,False,555b475dcef496b2254b825ba10b0724d7994196dba4c4e18f34e7f5aa4db599,54cb25d3544257419c8c9faa1ee168a8848dbea69689888cc0985fdd2c7a4797,5fb6c1e071a73763f6eb52e67a11f05f6d609819ae4f39c925745faf40f5b4fd,8b30a9aec44c70f7b04a7800,2026-09-17T13:53:18.573481+09:00,서면2차 봄여름가을겨울아파트,2623010900,부산광역시,부산진구,당감동,,부산광역시 부산진구 당감동 1024 서면2차 봄여름가을겨울아파트,분양,개별난방,87484.63,3,535.0,수근종합건설(주),수영주택건설(주),0518918471,season2.aptner.com,주상복합,부산광역시 부산진구 신천대로197번길 15,위탁관리,기타,20190416,0518918474,535,39562.957,107.0,428.0,0.0,0.0,39562.9565,37,37,4,0,47261,위탁관리,5,(주)삼성T.M.S,위탁관리,5,(주)삼성티엠에스,위탁관리,3,음식물쓰레기종량제,위탁관리,5,분무식,철근콘크리트구조,3750,단일계약,상주선임,R형,부스타방식,위탁관리,8,78,542,무,190,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 자전거보관소",5분이내,2호선,,5분이내,관공서(부산진구청) 병원(온병원) 백화점(롯데백화점) 대형상가(이트레이드) 공원(부산시민공원),초등학교(부전초등학교) 중학교(개성중학교) 고등학교(부산진고등학교) 대학교(동서대학교),0,13,Y
2026-08,A61410304,서면삼익아파트,부산진구,당감동,1074.0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,True,산정 불완전,평형별 세대수 보완 필요,c38eb7731a2edbf2c405dc922468ded84aa651100a03e86668e60fb8b6b0b8e7,[],현재 확보 자료로 재구성한 과거 추정치; 과거 세대 구성 미확인,False,555b475dcef496b2254b825ba10b0724d7994196dba4c4e18f34e7f5aa4db599,54cb25d3544257419c8c9faa1ee168a8848dbea69689888cc0985fdd2c7a4797,5fb6c1e071a73763f6eb52e67a11f05f6d609819ae4f39c925745faf40f5b4fd,8b30a9aec44c70f7b04a7800,2026-09-17T13:53:18.573481+09:00,서면삼익아파트,2623010900,부산광역시,부산진구,당감동,,부산광역시 부산진구 당감동 175-2 서면삼익아파트,분양,개별난방,118331.0,11,1074.0,삼익주택,삼익주택,0518976996, ,아파트,부산광역시 부산진구 당감로 17,자치관리,복도식,19781205,0518976127,1074,103520.94,121.0,646.0,307.0,0.0,86423.26,14,14,0,18,47190,자치관리,8,,위탁관리,16,주식회사 무진종합관리,위탁관리,7,음식물쓰레기종량제,위탁관리,8,,철근콘크리트구조,1758,단일계약,상주선임,P형,고가수조식,위탁관리,18,700,0,무,65,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",5~10분이내,,,,관공서(당감1동사무소) 병원(박치과의원),"초등학교(당평초,당감초,동평초) 중학교(개금여중) 고등학교(경원고,개성고)",0,0,Y
