학구ID,학교ID,학교명,학교급구분,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,데이터기준일자
Z000104915,B000006870,비금초등학교,초등학교,8490000,전라남도교육청,8721000,전라남도신안교육지원청,2025-09-22
Z000103595,B000005463,연풍초등학교,초등학교,8000000,충청북도교육청,8092000,충청북도괴산증평교육지원청,2025-09-22
Z000103475,B000005300,목행초등학교,초등학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2025-09-22
Z000101197,B000003105,인천서창초등학교,초등학교,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2025-09-22
Z000104235,B000006099,익산한벌초등학교,초등학교,8321000,전북특별자치도교육청,8352000,전북특별자치도익산교육지원청,2025-09-22
Z000150450,B000006099,익산한벌초등학교,초등학교,8321000,전북특별자치도교육청,8352000,전북특별자치도익산교육지원청,2025-09-22
Z000101282,B000003166,인천마전초등학교,초등학교,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2025-09-22
Z000150867,B000006691,강진중앙초등학교,초등학교,8490000,전라남도교육청,8631000,전라남도강진교육지원청,2025-09-22
Z000100657,B000002530,용문초등학교,초등학교,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2025-09-22
Z000102414,B000004624,동인초등학교,초등학교,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2025-09-22
Z000103994,B000005897,예덕초등학교,초등학교,8140000,충청남도교육청,8271000,충청남도예산교육지원청,2025-09-22
Z000101091,B000002979,인천문학초등학교,초등학교,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2025-09-22
Z000104892,B000006819,청산초등학교,초등학교,8490000,전라남도교육청,8701000,전라남도완도교육지원청,2025-09-22
Z000104787,B000006722,어란진초등학교,초등학교,8490000,전라남도교육청,8641000,전라남도해남교육지원청,2025-09-22
Z000101485,B000003350,대전대암초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2025-09-22
Z000103461,B000005326,가흥초등학교,초등학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2025-09-22
Z000150395,B000005326,가흥초등학교,초등학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2025-09-22
Z000151414,B000005326,가흥초등학교,초등학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2025-09-22
Z000104622,B000006537,봉황초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150477,B000006537,봉황초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150943,B000006537,봉황초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150944,B000006537,봉황초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150945,B000006537,봉황초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150946,B000006537,봉황초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150947,B000006537,봉황초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000151544,B000006537,봉황초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150948,B000006537,봉황초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150949,B000006537,봉황초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000105962,B000007953,청덕초등학교,초등학교,9010000,경상남도교육청,9221000,경상남도합천교육지원청,2025-09-22
Z000151185,B000007953,청덕초등학교,초등학교,9010000,경상남도교육청,9221000,경상남도합천교육지원청,2025-09-22
Z000150857,B000007133,영주서부초등학교,초등학교,8750000,경상북도교육청,8811000,경상북도영주교육지원청,2025-09-22
Z000103439,B000005253,원봉초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000103478,B000005319,소태초등학교,초등학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2025-09-22
Z000151273,B000005319,소태초등학교,초등학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2025-09-22
Z000100097,B000001937,서울하늘초등학교,초등학교,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2025-09-22
Z000104658,B000006558,태인초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151482,B000006558,태인초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151483,B000006558,태인초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151484,B000006558,태인초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151485,B000006558,태인초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151486,B000006558,태인초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151487,B000006558,태인초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151489,B000006558,태인초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151490,B000006558,태인초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151491,B000006558,태인초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151492,B000006558,태인초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151493,B000006558,태인초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151494,B000006558,태인초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151495,B000006558,태인초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151496,B000006558,태인초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151488,B000006558,태인초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151497,B000006558,태인초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000105010,B000006947,흥해초등학교,초등학교,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2025-09-22
Z000101934,B000004634,의정부장암초등학교,초등학교,7530000,경기도교육청,7561000,경기도의정부교육지원청,2025-09-22
Z000150735,B000004634,의정부장암초등학교,초등학교,7530000,경기도교육청,7561000,경기도의정부교육지원청,2025-09-22
Z000150736,B000004634,의정부장암초등학교,초등학교,7530000,경기도교육청,7561000,경기도의정부교육지원청,2025-09-22
Z000151103,B000004634,의정부장암초등학교,초등학교,7530000,경기도교육청,7561000,경기도의정부교육지원청,2025-09-22
Z000104998,B000006928,포항장원초등학교,초등학교,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2025-09-22
Z000105319,B000007297,이전초등학교,초등학교,8750000,경상북도교육청,8881000,경상북도청송교육지원청,2025-09-22
Z000151569,B000007297,이전초등학교,초등학교,8750000,경상북도교육청,8881000,경상북도청송교육지원청,2025-09-22
Z000104665,B000006589,만덕초등학교,초등학교,8490000,전라남도교육청,8561000,전라남도담양교육지원청,2025-09-22
Z000151172,B000006589,만덕초등학교,초등학교,8490000,전라남도교육청,8561000,전라남도담양교육지원청,2025-09-22
Z000101116,B000003005,인천용현남초등학교자월분교장,초등학교,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2025-09-22
Z000102809,B000003949,공세초등학교,초등학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2025-09-22
Z000105339,B000007317,창수초등학교,초등학교,8750000,경상북도교육청,8901000,경상북도영덕교육지원청,2025-09-22
Z000150760,B000007317,창수초등학교,초등학교,8750000,경상북도교육청,8901000,경상북도영덕교육지원청,2025-09-22
Z000150909,B000007317,창수초등학교,초등학교,8750000,경상북도교육청,8901000,경상북도영덕교육지원청,2025-09-22
Z000104774,B000006693,작천초등학교,초등학교,8490000,전라남도교육청,8631000,전라남도강진교육지원청,2025-09-22
Z000150867,B000006693,작천초등학교,초등학교,8490000,전라남도교육청,8631000,전라남도강진교육지원청,2025-09-22
Z000101151,B000003030,인천부평남초등학교,초등학교,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2025-09-22
Z000151475,B000003030,인천부평남초등학교,초등학교,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2025-09-22
Z000105305,B000007280,도리원초등학교,초등학교,8750000,경상북도교육청,8871000,경상북도의성교육지원청,2025-09-22
Z000150543,B000007280,도리원초등학교,초등학교,8750000,경상북도교육청,8871000,경상북도의성교육지원청,2025-09-22
Z000150760,B000007310,영해초등학교,초등학교,8750000,경상북도교육청,8901000,경상북도영덕교육지원청,2025-09-22
Z000150909,B000007310,영해초등학교,초등학교,8750000,경상북도교육청,8901000,경상북도영덕교육지원청,2025-09-22
Z000101904,B000003708,태평초등학교,초등학교,7530000,경기도교육청,7551000,경기도성남교육지원청,2025-09-22
Z000101146,B000003019,인천부광초등학교,초등학교,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2025-09-22
Z000151163,B000006935,유강초등학교,초등학교,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2025-09-22
Z000100142,B000002006,서울신영초등학교,초등학교,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2025-09-22
Z000104318,B000006226,부용초등학교,초등학교,8321000,전북특별자치도교육청,8382000,전북특별자치도김제교육지원청,2025-09-22
Z000103451,B000005236,청남초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000104795,B000006712,황산초등학교,초등학교,8490000,전라남도교육청,8641000,전라남도해남교육지원청,2025-09-22
Z000150495,B000006712,황산초등학교,초등학교,8490000,전라남도교육청,8641000,전라남도해남교육지원청,2025-09-22
Z000150496,B000006712,황산초등학교,초등학교,8490000,전라남도교육청,8641000,전라남도해남교육지원청,2025-09-22
Z000151416,B000023793,과천갈현초등학교,초등학교,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2025-09-22
Z000106356,B000023793,과천갈현초등학교,초등학교,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2025-09-22
Z000105301,B000007276,금성초등학교,초등학교,8750000,경상북도교육청,8871000,경상북도의성교육지원청,2025-09-22
Z000103337,B000005215,기린초등학교진동분교장,초등학교,7801000,강원특별자치도교육청,7962000,강원특별자치도인제교육지원청,2025-09-22
Z000103529,B000005403,세중초등학교,초등학교,8000000,충청북도교육청,8051000,충청북도보은교육지원청,2025-09-22
Z000101138,B000003040,인천동암초등학교,초등학교,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2025-09-22
Z000101657,B000003493,양사초등학교,초등학교,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2025-09-22
Z000103416,B000005278,서원초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000106050,B000008064,무릉초등학교,초등학교,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2025-09-22
Z000150616,B000008064,무릉초등학교,초등학교,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2025-09-22
Z000100687,B000002550,내성초등학교,초등학교,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2025-09-22
Z000102881,B000004005,운학초등학교,초등학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2025-09-22
Z000151305,B000004005,운학초등학교,초등학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2025-09-22
Z000150318,B000004033,백암초등학교수정분교장,초등학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2025-09-22
Z000102134,B000003902,덕인초등학교,초등학교,7530000,경기도교육청,7611000,경기도안산교육지원청,2025-09-22
Z000102075,B000004750,가납초등학교,초등학교,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2025-09-22
Z000101103,B000002984,인천승학초등학교,초등학교,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2025-09-22
Z000105680,B000007659,봉명초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2025-09-22
Z000105002,B000006908,포항초등학교,초등학교,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2025-09-22
Z000150644,B000006908,포항초등학교,초등학교,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2025-09-22
Z000150823,B000006914,포항양덕초등학교,초등학교,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2025-09-22
Z000102898,B000003991,풍천초등학교,초등학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2025-09-22
Z000104061,B000005967,전주대성초등학교,초등학교,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2025-09-22
Z000104957,B000006902,대이초등학교,초등학교,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2025-09-22
Z000150515,B000006902,대이초등학교,초등학교,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2025-09-22
Z000151192,B000007610,죽림초등학교,초등학교,9010000,경상남도교육청,9071000,경상남도통영교육지원청,2025-09-22
Z000103615,B000005475,수봉초등학교,초등학교,8000000,충청북도교육청,8101000,충청북도음성교육지원청,2025-09-22
Z000150419,B000005475,수봉초등학교,초등학교,8000000,충청북도교육청,8101000,충청북도음성교육지원청,2025-09-22
Z000104616,B000006533,노안초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150943,B000006533,노안초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150944,B000006533,노안초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150945,B000006533,노안초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150946,B000006533,노안초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150947,B000006533,노안초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000151544,B000006533,노안초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150948,B000006533,노안초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150949,B000006533,노안초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000105323,B000007296,화목초등학교,초등학교,8750000,경상북도교육청,8881000,경상북도청송교육지원청,2025-09-22
Z000102765,B000004465,양평단월초등학교,초등학교,7530000,경기도교육청,7731000,경기도양평교육지원청,2025-09-22
Z000102307,B000004130,송일초등학교,초등학교,7530000,경기도교육청,7631000,경기도평택교육지원청,2025-09-22
Z000101147,B000003017,인천부내초등학교,초등학교,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2025-09-22
Z000104820,B000006763,운남초등학교,초등학교,8490000,전라남도교육청,8661000,전라남도무안교육지원청,2025-09-22
Z000150635,B000024009,율곡초등학교,초등학교,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2025-09-22
Z000150531,B000024009,율곡초등학교,초등학교,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2025-09-22
Z000151365,B000024009,율곡초등학교,초등학교,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2025-09-22
Z000104825,B000006758,청계북초등학교,초등학교,8490000,전라남도교육청,8661000,전라남도무안교육지원청,2025-09-22
Z000150991,B000006758,청계북초등학교,초등학교,8490000,전라남도교육청,8661000,전라남도무안교육지원청,2025-09-22
Z000105316,B000007294,도평초등학교,초등학교,8750000,경상북도교육청,8881000,경상북도청송교육지원청,2025-09-22
Z000101853,B000003755,백현초등학교,초등학교,7530000,경기도교육청,7551000,경기도성남교육지원청,2025-09-22
Z000101301,B000003143,인천신석초등학교,초등학교,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2025-09-22
Z000105357,B000007342,덕곡초등학교,초등학교,8750000,경상북도교육청,8921000,경상북도고령교육지원청,2025-09-22
Z000150892,B000007342,덕곡초등학교,초등학교,8750000,경상북도교육청,8921000,경상북도고령교육지원청,2025-09-22
Z000103811,B000025727,월랑초등학교,초등학교,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2025-09-22
Z000102510,B000004202,발안초등학교,초등학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2025-09-22
Z000150220,B000004202,발안초등학교,초등학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2025-09-22
Z000150221,B000004202,발안초등학교,초등학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2025-09-22
Z000150222,B000004202,발안초등학교,초등학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2025-09-22
Z000101090,B000002963,인천만석초등학교,초등학교,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2025-09-22
Z000100508,B000002353,서울옥수초등학교,초등학교,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2025-09-22
Z000151430,B000002353,서울옥수초등학교,초등학교,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2025-09-22
Z000102408,B000004599,덕소초등학교,초등학교,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2025-09-22
Z000105554,B000007513,풍호초등학교,초등학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2025-09-22
Z000100541,B000002412,서울숭인초등학교,초등학교,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2025-09-22
Z000104620,B000006546,문평초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150943,B000006546,문평초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150944,B000006546,문평초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150945,B000006546,문평초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150946,B000006546,문평초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150947,B000006546,문평초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000151544,B000006546,문평초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150948,B000006546,문평초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000150949,B000006546,문평초등학교,초등학교,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2025-09-22
Z000104219,B000006093,이리북일초등학교,초등학교,8321000,전북특별자치도교육청,8352000,전북특별자치도익산교육지원청,2025-09-22
Z000102096,B000004754,상패초등학교,초등학교,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2025-09-22
Z000100680,B000002578,금성초등학교,초등학교,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2025-09-22
Z000104657,B000006574,진월초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151482,B000006574,진월초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151483,B000006574,진월초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151484,B000006574,진월초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151485,B000006574,진월초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151486,B000006574,진월초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151487,B000006574,진월초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151488,B000006574,진월초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151489,B000006574,진월초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151490,B000006574,진월초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151491,B000006574,진월초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151492,B000006574,진월초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151493,B000006574,진월초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151494,B000006574,진월초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151495,B000006574,진월초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151496,B000006574,진월초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000151497,B000006574,진월초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000101225,B000003100,인천조동초등학교,초등학교,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2025-09-22
Z000104959,B000006897,대해초등학교,초등학교,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2025-09-22
Z000103418,B000005264,서현초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000151572,B000005264,서현초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000101274,B000003121,인천귤현초등학교,초등학교,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2025-09-22
Z000100754,B000002633,명덕초등학교,초등학교,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2025-09-22
Z000104375,B000006273,진안중앙초등학교,초등학교,8321000,전북특별자치도교육청,8402000,전북특별자치도진안교육지원청,2025-09-22
Z000101013,B000002891,대구송일초등학교,초등학교,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2025-09-22
Z000104805,B000006731,서창초등학교,초등학교,8490000,전라남도교육청,8651000,전라남도영암교육지원청,2025-09-22
Z000150864,B000006731,서창초등학교,초등학교,8490000,전라남도교육청,8651000,전라남도영암교육지원청,2025-09-22
Z000150865,B000006731,서창초등학교,초등학교,8490000,전라남도교육청,8651000,전라남도영암교육지원청,2025-09-22
Z000150866,B000006731,서창초등학교,초등학교,8490000,전라남도교육청,8651000,전라남도영암교육지원청,2025-09-22
Z000151205,B000006731,서창초등학교,초등학교,8490000,전라남도교육청,8651000,전라남도영암교육지원청,2025-09-22
Z000105692,B000007707,용산초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2025-09-22
Z000151104,B000007707,용산초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2025-09-22
Z000151105,B000007707,용산초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2025-09-22
Z000151106,B000007707,용산초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2025-09-22
Z000151169,B000007707,용산초등학교,초등학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2025-09-22
Z000102428,B000004593,어람초등학교,초등학교,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2025-09-22
Z000105135,B000007129,도개초등학교,초등학교,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2025-09-22
Z000150853,B000007129,도개초등학교,초등학교,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2025-09-22
Z000100945,B000002853,대구동변초등학교,초등학교,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2025-09-22
Z000102498,B000004164,동양초등학교,초등학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2025-09-22
Z000150217,B000004164,동양초등학교,초등학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2025-09-22
Z000150218,B000004164,동양초등학교,초등학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2025-09-22
Z000101302,B000003147,인천신현북초등학교,초등학교,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2025-09-22
Z000103430,B000005378,옥산초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000104891,B000006835,청산초등학교모도분교장,초등학교,8490000,전라남도교육청,8701000,전라남도완도교육지원청,2025-09-22
Z000104958,B000006924,대잠초등학교,초등학교,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2025-09-22
Z000101928,B000004644,의순초등학교,초등학교,7530000,경기도교육청,7561000,경기도의정부교육지원청,2025-09-22
Z000101139,B000003008,인천마곡초등학교,초등학교,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2025-09-22
Z000101135,B000003021,인천금마초등학교,초등학교,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2025-09-22
Z000101312,B000003172,인천은지초등학교,초등학교,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2025-09-22
Z000101082,B000002981,인천경원초등학교,초등학교,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2025-09-22
Z000101276,B000003116,인천길주초등학교,초등학교,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2025-09-22
Z000103566,B000005434,추풍령초등학교,초등학교,8000000,충청북도교육청,8071000,충청북도영동교육지원청,2025-09-22
Z000105062,B000007020,김천다수초등학교,초등학교,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2025-09-22
Z000150529,B000007020,김천다수초등학교,초등학교,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2025-09-22
Z000106291,B000022653,한아람초등학교,초등학교,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2025-09-22
Z000105410,B000007391,지보초등학교,초등학교,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2025-09-22
Z000150902,B000007391,지보초등학교,초등학교,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2025-09-22
Z000105158,B000007091,정수초등학교,초등학교,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2025-09-22
Z000104287,B000006197,덕과초등학교,초등학교,8321000,전북특별자치도교육청,8372000,전북특별자치도남원교육지원청,2025-09-22
Z000150941,B000006197,덕과초등학교,초등학교,8321000,전북특별자치도교육청,8372000,전북특별자치도남원교육지원청,2025-09-22
Z000102679,B000023087,위례초등학교,초등학교,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2025-09-22
Z000102309,B000004125,송현초등학교,초등학교,7530000,경기도교육청,7631000,경기도평택교육지원청,2025-09-22
Z000151472,B000004125,송현초등학교,초등학교,7530000,경기도교육청,7631000,경기도평택교육지원청,2025-09-22
Z000103117,B000004951,묵호초등학교,초등학교,7801000,강원특별자치도교육청,7842000,강원특별자치도동해교육지원청,2025-09-22
Z000105243,B000007221,당포초등학교,초등학교,8750000,경상북도교육청,8841000,경상북도문경교육지원청,2025-09-22
Z000151186,B000007221,당포초등학교,초등학교,8750000,경상북도교육청,8841000,경상북도문경교육지원청,2025-09-22
Z000150883,B000007221,당포초등학교,초등학교,8750000,경상북도교육청,8841000,경상북도문경교육지원청,2025-09-22
Z000150882,B000007221,당포초등학교,초등학교,8750000,경상북도교육청,8841000,경상북도문경교육지원청,2025-09-22
Z000100786,B000002616,포천초등학교,초등학교,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2025-09-22
Z000150054,B000002616,포천초등학교,초등학교,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2025-09-22
Z000100559,B000002432,광일초등학교,초등학교,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2025-09-22
Z000101716,B000003547,신정초등학교,초등학교,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2025-09-22
Z000102128,B000003900,능길초등학교,초등학교,7530000,경기도교육청,7611000,경기도안산교육지원청,2025-09-22
Z000150797,B000003900,능길초등학교,초등학교,7530000,경기도교육청,7611000,경기도안산교육지원청,2025-09-22
